Dataset	Domain	Sent1	Sent2	Sent1_original	Sent2_original
STS2017	track6.tr-en	Six women wearing black jackets and bright red boas smile at the camera.	Three women in a yellow shirt are smiling at the camera.	Six women wearing black jackets and bright red boas smile at the camera.	Sarı gömlekli üç kadın kameraya gülümsüyor.
STS2017	track6.tr-en	There are 70 participants on each team on the field.	There are two teams in the field.	There are 70 participants on each team on the field.	Sahada iki takım var.
STS2017	track6.tr-en	A large family poses for a photo.	There is a family taking photos	A large family poses for a photo.	Fotoğraf çeken bir aile var
STS2017	track6.tr-en	A girl is inspecting a machine.	A woman works with a machine.	A girl is inspecting a machine.	Bir kadın bir makineyle çalışıyor.
STS2017	track6.tr-en	A brown dog not wading	A brown dog walking in water	A brown dog not wading	Suda yürüyen kahverengi bir köpek
STS2017	track6.tr-en	A person is riding his bike on a sunny day.	A man is cycling on a sunny day.	A person is riding his bike on a sunny day.	Bir adam güneşli bir günde bisiklet sürüyor.
STS2017	track6.tr-en	A young man wearing a red bracelet scratching his head.	The young man in a hat with his head bent.	A young man wearing a red bracelet scratching his head.	Başını eğen şapkalı genç adam.
STS2017	track6.tr-en	A brown dog loves the water and splashing around.	There's a black dog spraying water.	A brown dog loves the water and splashing around.	Suda su sıçratan siyah bir köpek var.
STS2017	track6.tr-en	The jogger is sitting in the park.	The man is sitting in the park.	The jogger is sitting in the park.	Adam parkta oturuyor.
STS2017	track6.tr-en	His is in a competition.	The woman is in a competition.	His is in a competition.	Kadın bir yarışmada.
STS2017	track6.tr-en	A lady is climbing a mountain.	A family is climbing a mountain.	A lady is climbing a mountain.	Bir aile dağa tırmanıyor.
STS2017	track6.tr-en	A girl reads on a crowded beach.	A girl is walking on the beach.	A girl reads on a crowded beach.	Bir kız sahilde yürüyor.
STS2017	track6.tr-en	The black dog is running in the water near the shore.	The white dog is walking across the water from the shore.	The black dog is running in the water near the shore.	Beyaz köpek sahilde gelen dalganın suları arasında yürüyor.
STS2017	track6.tr-en	A closeup of two women wearing bags on their heads.	The two men wearing sunglasses are sitting on a table with two beers for the two of them.	A closeup of two women wearing bags on their heads.	Güneş gözlüğü takan iki adam, ikisi için ikişer birayla bir masada oturuyor.
STS2017	track6.tr-en	A young child is on a playground riding the swing.	A boy and a girl are swaying in a swing in the park.	A young child is on a playground riding the swing.	Bir oğlan ve bir kız parktaki bir salıncakta sallanıyor.
STS2017	track6.tr-en	There are some shoes in the child's hands.	Your children are empty.	There are some shoes in the child's hands.	Çocukların elleri boş.
STS2017	track6.tr-en	A man is showing off a picture.	A man is showing off.	A man is showing off a picture.	Bir adam gösteriş yapıyor.
STS2017	track6.tr-en	A roller skater does various tricks off a ramp.	A woman is doing the skate numbers down the ramp.	A roller skater does various tricks off a ramp.	Bir kadın, rampanın aşağısında paten numaraları yapıyor.
STS2017	track6.tr-en	Brothers playing outside	Two brothers are playing outside.	Brothers playing outside	İki erkek kardeş dışarıda oynuyor.
STS2017	track6.tr-en	A skateboarder is entertaining a crowd.	An entertainer who loves a crowd.	A skateboarder is entertaining a crowd.	Bir kalabalığı eğlendiren bir sanatçı.
STS2017	track6.tr-en	A man watching a ball in the air.	A man keeps a ball in the air so he can catch a brown dog on the beach.	A man watching a ball in the air.	Bir adam, sahilde kahverengi bir köpeğin yakalaması için bir topu havada tutar.
STS2017	track6.tr-en	There is a young person next to a tree.	There is a person next to the tree.	There is a young person next to a tree.	Ağacın yanında bir kişi var.
STS2017	track6.tr-en	The man is losing a sumo wrestling match in the middle of the street.	The man is in a wrestling tournament.	The man is losing a sumo wrestling match in the middle of the street.	Adam bir güreş turnuvasında.
STS2017	track6.tr-en	People are passing protesters as they go about their buisness.	Two people are talking to each other.	People are passing protesters as they go about their buisness.	İki kişi birbiriyle konuşuyor.
STS2017	track6.tr-en	THe artist is packing up is painting tools	The gentleman is using canvas and easel.	THe artist is packing up is painting tools	Beyefendi tuval ve şövale kullanıyor.
STS2017	track6.tr-en	These people are going to buy some materials for pho.	Some people are doing hand work to sell.	These people are going to buy some materials for pho.	Bazı insanlar satmak için el işi yapıyor.
STS2017	track6.tr-en	A man with a long beard playing a guitar.	A man with long hair plays the guitar.	A man with a long beard playing a guitar.	Uzun saçlı bir adam gitar çalar.
STS2017	track6.tr-en	The woman is on a trolley.	The woman is on a bus.	The woman is on a trolley.	Kadın bir otobüste.
STS2017	track6.tr-en	the boy holds a snake	The child keeps a cat inside	the boy holds a snake	çocuk içeride bir kedi tutar
STS2017	track6.tr-en	Bagpipers march down a street.	A man fell on the street at night	Bagpipers march down a street.	Bir adam gece sokakta düştü
STS2017	track6.tr-en	Six men and women jumping up on a beach.	The two women are jumping up and down the beach.	Six men and women jumping up on a beach.	İki kadın plajda yukarı aşağı zıplıyor.
STS2017	track6.tr-en	A man is changing around the furniture in his room for a party.	A man in a business is annoyed when his glasses fall down.	A man is changing around the furniture in his room for a party.	Bir işletmedeki bir adam gözlüğü yere düştüğünde sinirleniyor.
STS2017	track6.tr-en	Two dogs are play with a ball.	Two dogs are playing a ball.	Two dogs are play with a ball.	iki köpek bir topla oynuyor.
STS2017	track6.tr-en	Young people are engaged in a game.	Including two in a game.	Young people are engaged in a game.	Bir oyuna iki kişi dahil.
STS2017	track6.tr-en	The man is examining an object.	The woman shows an object to a man.	The man is examining an object.	Kadın, bir adama bir nesneyi gösteriyor.
STS2017	track6.tr-en	A man in a suit with his tie flying walks down the sidewalk.	A man in a suit walks away from a long shaded building.	A man in a suit with his tie flying walks down the sidewalk.	Takım elbiseli bir adam uzun gölgeli bir binadan yürüyerek uzaklaşır.
STS2017	track6.tr-en	The men wearing opposing jerseys are getting in a fist fight	Two young men wearing soft helmets wrestle with a court.	The men wearing opposing jerseys are getting in a fist fight	Yumuşak kask takan iki genç adam bir hakemin yanında güreşiyor.
STS2017	track6.tr-en	The doctor is by himself in his office.	The child is being held by his father in a library.	The doctor is by himself in his office.	Çocuk, bir kütüphanede babası tarafından tutuluyor.
STS2017	track6.tr-en	A brown and tan dog walks through the green grass.	A white and brown dog ran through long green grass.	A brown and tan dog walks through the green grass.	Beyaz ve esmer renkli bir köpek uzun yeşil çimlerin arasından koşar.
STS2017	track6.tr-en	A man is taking pictures at a dance festival.	Adam is dancing at a festival.	A man is taking pictures at a dance festival.	Adam, bir festivalde dans ediyor.
STS2017	track6.tr-en	The two children love each other.	The couple love each other.	The two children love each other.	Çift birbirini seviyor.
STS2017	track6.tr-en	The woman crosses the street empty-handed.	The girl is walking down the street	The woman crosses the street empty-handed.	Kız sokaktan aşağı yürüyor
STS2017	track6.tr-en	The two men are deciding which fish they want.	Dogs are not close together.	The two men are deciding which fish they want.	Köpekler birbirine yakın değil.
STS2017	track6.tr-en	A protest or parade against oil spills.	Take a break during the action.	A protest or parade against oil spills.	Eylem esnasında mola vermek.
STS2017	track6.tr-en	A model is posing for the cameras.	A model poses on camera.	A model is posing for the cameras.	Bir model kameraya poz verir.
STS2017	track6.tr-en	a man watches wresting match	A boy leaping to hit a tennis ball	a man watches wresting match	Raketiyle tenis topuna vurmak için sıçrayan bir çocuk
STS2017	track6.tr-en	At a supermarket, people are buying their groceries.	In the busy production market, many people shop and sell.	At a supermarket, people are buying their groceries.	İşlek üretim pazarında birçok insan alışveriş yapar ve satar.
STS2017	track6.tr-en	two men are dressed	Four men dressed	two men are dressed	Dört adam giyindi
STS2017	track6.tr-en	A cowboy riding a horse.	Cowboy riding a horse	A cowboy riding a horse.	kovboy bir ata biniyor
STS2017	track6.tr-en	A worker is destroying an artist's work.	The worker is making a sculpture.	A worker is destroying an artist's work.	İşçi, bir heykel yapıyor.
STS2017	track6.tr-en	A artist is not at work	Artist, here.	A artist is not at work	Sanatçı, işte.
STS2017	track6.tr-en	Three girls in white dresses run toward a fountain in a park.	Three girls in white dresses running towards a fountain.	Three girls in white dresses run toward a fountain in a park.	Bir çeşmeye doğru koşan beyaz elbiseli üç kız.
STS2017	track6.tr-en	The woman has a pie.	The woman is making a pie.	The woman has a pie.	Kadın, bir turta yapıyor.
STS2017	track6.tr-en	The young children listen to the teacher.	Children sit in class and listen to their teachers.	The young children listen to the teacher.	Çocuklar sınıfta oturur ve öğretmeni dinler.
STS2017	track6.tr-en	A man stands in the distance on the ocean while he stands on a small boat.	A man walking in the water on the shore.	A man stands in the distance on the ocean while he stands on a small boat.	Kıyıda suyun içinde yürüyen bir adam.
STS2017	track6.tr-en	Kids run in a field.	A dog is running in the summer cottage.	Kids run in a field.	Bir köpek yazlık alanda koşar.
STS2017	track6.tr-en	a man is protesting something	A man is protesting.	a man is protesting something	Bir adam protesto ediyor.
STS2017	track6.tr-en	A large black dog is jumping off a pier into a pond.	A black dog jumps out of a pond.	A large black dog is jumping off a pier into a pond.	Siyah bir köpek bir iskeleden göle atlar.
STS2017	track6.tr-en	The group of people have stuck in the cellar since the earthquake buried the house.	People are in the basement.	The group of people have stuck in the cellar since the earthquake buried the house.	İnsanlar bodrumda.
STS2017	track6.tr-en	A young man is holding onto a casserole dish with pot holders.	A man is standing and holding a frozen dessert.	A young man is holding onto a casserole dish with pot holders.	Bir adam ayakta duruyor ve donmuş bir tatlı tutuyor.
